高於閾值？,人均 GDP,出生率資料桶,預期壽命,Co2 排放量,GDP,記錄數,人口 0-14,人口 15-64,人口 65+,人口總數,人均 GDP(資料桶),人均醫療費用,入境旅遊,出境旅遊,出生率,區域,經商便利度(叢集),國家/地區,城市人口,女性預期壽命,年份,新生兒死亡率,營業稅稅率,男性預期壽命,經商便利度,網際網路使用率,能源使用,行動電話使用率,貸款利率,辦稅小時數,醫療費用 % Gdp,開業天數
低於閾值,"$39,674",低於 1.5%,81,19637,$192B,1,0.181,0.733,0.086,4.8M,"$37,504","$1,577",$11B,$16B,1.0%,亞洲,非常友好,Singapore,100.0%,83,2008/12/1,0.002,28%,78,,69%,25162,132%,0.054,84,4.0%,4
低於閾值,"$31,475",低於 1.5%,83,38573,$219B,1,0.128,0.747,0.125,7.0M,"$28,128",,$20B,$16B,1.1%,亞洲,非常友好,Hong Kong SAR,100.0%,86,2008/12/1,,24%,79,,67%,14139,166%,0.05,80,,11
低於閾值,"$4,125",低於 1.5%,74,261838,$273B,1,0.205,0.711,0.084,66.2M,$0,$162,$22B,$7B,1.2%,亞洲,非常友好,Thailand,41.4%,77,2008/12/1,0.013,38%,70,,18%,107656,93%,0.07,264,3.9%,33
低於閾值,"$3,412",低於 1.5%,75,7035444,"$4,520B",1,0.187,0.732,0.081,"1,324.7M",$0,$155,$44B,$41B,1.2%,亞洲,友好,China,46.5%,76,2008/12/1,0.016,80%,73,,23%,2120814,48%,0.053,464,4.6%,41
低於閾值,"$2,920",低於 1.5%,74,6238,$13B,1,0.174,0.682,0.145,4.4M,$0,$261,$1B,$0B,1.4%,亞洲,非常友好,Georgia,52.6%,77,2008/12/1,0.017,39%,70,,10%,3005,62%,0.18,387,9.0%,3
低於閾值,"$3,917",低於 1.5%,74,5556,$12B,1,0.208,0.681,0.111,3.0M,$0,$149,$0B,$0B,1.4%,亞洲,非常友好,Armenia,64.0%,77,2008/12/1,0.018,39%,71,,6%,3004,48%,0.17,581,3.8%,17
低於閾值,,1.5-3%,69,78081,,1,0.235,0.682,0.083,24.2M,,,,,1.5%,亞洲,Not Clustered,North Korea,60.0%,72,2008/12/1,0.026,,65,,,20164,,,,,
低於閾值,"$5,575",1.5-3%,70,45702,$49B,1,0.237,0.701,0.062,8.8M,"$4,688",$241,$0B,$0B,1.7%,亞洲,友好,Azerbaijan,53.0%,73,2008/12/1,0.037,41%,67,,17%,13322,74%,0.198,376,4.4%,10
低於閾值,"$1,165",1.5-3%,75,127164,$99B,1,0.247,0.688,0.066,85.1M,$0,$63,$4B,$1B,1.7%,亞洲,友好,Vietnam,29.1%,80,2008/12/1,0.022,40%,70,,24%,48984,86%,0.158,"1,050",6.0%,39
低於閾值,,1.5-3%,64,9028,,1,0.268,0.681,0.05,51.2M,,$10,$0B,$0B,1.8%,亞洲,低,Myanmar,30.4%,66,2008/12/1,0.046,,62,,0%,15033,1%,0.17,,2.0%,
低於閾值,"$8,461",1.5-3%,75,213221,$231B,1,0.287,0.667,0.046,27.3M,"$4,688",$288,$19B,$8B,1.8%,亞洲,非常友好,Malaysia,69.2%,77,2008/12/1,0.007,35%,72,,56%,73006,102%,0.061,145,3.4%,20
低於閾值,"$37,094",1.5-3%,78,10583,$14B,1,0.275,0.691,0.034,0.4M,"$32,816",$821,$0B,$0B,1.8%,亞洲,友好,Brunei,74.7%,80,2008/12/1,0.008,37%,76,,46%,3542,103%,0.055,144,2.2%,116
低於閾值,"$2,014",1.5-3%,74,11892,$41B,1,0.252,0.674,0.074,20.2M,$0,$68,$1B,$1B,1.9%,亞洲,友好,Sri Lanka,18.3%,77,2008/12/1,0.01,62%,71,,6%,8942,54%,0.189,256,3.4%,40
低於閾值,"$1,818",1.5-3%,66,422,$1B,1,0.312,0.645,0.043,0.7M,$0,$95,$0B,$0B,2.1%,亞洲,低,Bhutan,33.2%,66,2008/12/1,0.038,41%,66,,7%,,37%,0.138,274,5.2%,46
低於閾值,"$2,177",1.5-3%,70,412387,$510B,1,0.3,0.65,0.049,234.2M,$0,$61,$8B,$9B,2.1%,亞洲,中等,Indonesia,48.3%,72,2008/12/1,0.03,38%,68,,8%,186605,60%,0.136,266,2.8%,77
低於閾值,"$3,919",1.5-3%,65,55093,$19B,1,0.304,0.653,0.043,4.9M,$0,$81,,,2.2%,亞洲,Not Clustered,Turkmenistan,47.8%,69,2008/12/1,0.054,,61,,2%,22669,23%,,,1.9%,
低於閾值,"$2,136",1.5-3%,66,10029,$6B,1,0.273,0.689,0.038,2.6M,$0,$136,$0B,$0B,2.2%,亞洲,友好,Mongolia,65.6%,70,2008/12/1,0.032,34%,62,,10%,3156,67%,0.206,204,6.4%,13
低於閾值,"$1,039",1.5-3%,65,1811289,"$1,220B",1,0.31,0.641,0.049,"1,174.7M",$0,$43,$12B,$12B,2.2%,亞洲,中等,India,30.2%,67,2008/12/1,0.05,70%,63,,4%,632956,30%,0.133,271,3.9%,30
低於閾值,$538,1.5-3%,69,46435,$80B,1,0.327,0.628,0.045,148.0M,$0,$19,$0B,$1B,2.2%,亞洲,中等,Bangladesh,29.0%,69,2008/12/1,0.043,36%,68,,3%,27873,30%,0.164,302,3.5%,73
低於閾值,"$6,027",1.5-3%,76,1008,$2B,1,0.313,0.637,0.049,0.3M,"$4,688",$475,$2B,$0B,2.2%,亞洲,友好,Maldives,37.6%,77,2008/12/1,0.014,9%,75,,23%,,139%,0.13,,7.9%,9
低於閾值,"$8,485",1.5-3%,67,230438,$133B,1,0.245,0.684,0.071,15.7M,"$4,688",$332,$1B,$1B,2.3%,亞洲,友好,Kazakhstan,54.1%,72,2008/12/1,0.023,42%,62,,11%,69983,96%,,271,3.9%,21
低於閾值,"$1,023",1.5-3%,68,120039,$28B,1,0.31,0.645,0.046,27.3M,$0,$53,$0B,,2.4%,亞洲,低,Uzbekistan,36.3%,71,2008/12/1,0.043,90%,64,,9%,50512,46%,,205,5.2%,15
低於閾值,$966,1.5-3%,69,5680,$5B,1,0.302,0.649,0.049,5.3M,$0,$60,$1B,$0B,2.4%,亞洲,友好,Kyrgyzstan,35.3%,73,2008/12/1,0.03,61%,65,,16%,2846,65%,0.199,202,6.1%,15
低於閾值,$478,1.5-3%,66,3047,$13B,1,0.383,0.57,0.047,26.2M,$0,$27,$0B,$1B,2.5%,亞洲,中等,Nepal,16.2%,67,2008/12/1,0.04,34%,65,,2%,9634,16%,0.08,408,6.1%,31
低於閾值,"$1,925",1.5-3%,68,75944,$174B,1,0.36,0.604,0.036,90.4M,$0,$74,$3B,$3B,2.6%,亞洲,中等,Philippines,45.8%,71,2008/12/1,0.026,47%,65,,6%,40009,75%,0.088,195,3.8%,41
低於閾值,$743,1.5-3%,70,3975,$10B,1,0.332,0.62,0.048,13.9M,$0,$41,$1B,$0B,2.6%,亞洲,中等,Cambodia,19.5%,72,2008/12/1,0.042,22%,67,,1%,3514,30%,,137,5.5%,102
低於閾值,"$1,018",1.5-3%,66,156676,$170B,1,0.365,0.593,0.043,167.0M,$0,$29,$1B,$2B,2.7%,亞洲,中等,Pakistan,35.8%,67,2008/12/1,0.076,29%,65,,7%,82046,53%,0.129,560,3.3%,24
低於閾值,$887,1.5-3%,66,1742,$5B,1,0.381,0.581,0.037,6.1M,$0,$36,$0B,$0B,2.9%,亞洲,低,Laos,30.8%,67,2008/12/1,0.063,33%,65,,4%,,33%,0.24,560,4.1%,93
低於閾值,$709,高於 3%,67,3033,$5B,1,0.365,0.6,0.035,7.3M,$0,$40,$0B,$0B,3.1%,亞洲,中等,Tajikistan,26.5%,70,2008/12/1,0.048,83%,63,,9%,2473,51%,0.237,224,5.6%,62
低於閾值,$672,高於 3%,65,191,$1B,1,0.477,0.494,0.03,1.0M,$0,$55,$0B,$0B,3.7%,亞洲,低,Timor-Leste,28.2%,66,2008/12/1,0.056,33%,63,,0%,,12%,0.131,640,8.6%,157
低於閾值,$377,高於 3%,59,3927,$10B,1,0.492,0.487,0.021,27.0M,$0,$35,$0B,$0B,4.1%,亞洲,低,Afghanistan,23.9%,60,2008/12/1,0.079,36%,57,,2%,,29%,0.149,275,9.7%,9
低於閾值,"$40,860",低於 1.5%,80,1302,$21B,1,0.133,0.796,0.071,0.5M,"$37,504",,$18B,$1B,0.9%,亞洲,Not Clustered,Macao SAR,100.0%,82,2009/12/1,,,77,,54%,,199%,0.053,,,
低於閾值,"$18,340",低於 1.5%,81,509376,$902B,1,0.168,0.725,0.107,49.2M,"$14,064","$1,204",$13B,$16B,0.9%,亞洲,非常友好,South Korea,81.8%,84,2009/12/1,0.004,31%,77,,82%,229178,100%,0.056,250,7.1%,14
低於閾值,"$39,511",低於 1.5%,83,1100650,"$5,040B",1,0.134,0.643,0.223,127.6M,"$37,504","$3,746",$13B,$35B,0.9%,亞洲,非常友好,Japan,89.7%,86,2009/12/1,0.002,55%,80,,78%,472174,91%,0.017,355,9.5%,22
低於閾值,"$38,495",低於 1.5%,82,24767,$192B,1,0.177,0.735,0.088,5.0M,"$37,504","$1,704",$9B,$16B,1.0%,亞洲,非常友好,Singapore,100.0%,84,2009/12/1,0.002,28%,79,,69%,28262,139%,0.054,84,4.5%,3
低於閾值,"$3,983",低於 1.5%,74,276587,$264B,1,0.199,0.715,0.086,66.3M,$0,$164,$20B,$6B,1.1%,亞洲,非常友好,Thailand,42.7%,77,2009/12/1,0.013,37%,70,,20%,107300,100%,0.06,264,4.1%,32
低於閾值,"$3,748",低於 1.5%,75,7692211,"$4,990B",1,0.184,0.734,0.082,"1,331.3M",$0,$189,$43B,$47B,1.2%,亞洲,友好,China,47.9%,76,2009/12/1,0.015,64%,73,,29%,2286137,55%,0.053,464,5.1%,38
低於閾值,"$30,691",低於 1.5%,83,36996,$214B,1,0.124,0.749,0.127,7.0M,"$28,128",,$20B,$16B,1.2%,亞洲,非常友好,Hong Kong SAR,100.0%,86,2009/12/1,,23%,80,,69%,14933,180%,0.05,80,,6
低於閾值,,低於 1.5%,69,74686,,1,0.231,0.684,0.085,24.4M,,,,,1.4%,亞洲,Not Clustered,North Korea,60.1%,72,2009/12/1,0.025,,65,,,19358,0%,,,,
低於閾值,"$2,441",低於 1.5%,74,6058,$11B,1,0.173,0.684,0.143,4.4M,$0,$249,$1B,$0B,1.4%,亞洲,非常友好,Georgia,52.7%,77,2009/12/1,0.016,15%,70,,20%,3096,65%,0.179,387,10.2%,3
低於閾值,"$2,914",低於 1.5%,75,4353,$9B,1,0.206,0.686,0.108,3.0M,$0,$132,$0B,$0B,1.4%,亞洲,非常友好,Armenia,63.8%,78,2009/12/1,0.017,39%,71,,15%,2610,74%,0.188,581,4.5%,14
低於閾值,"$4,950",1.5-3%,70,42629,$44B,1,0.231,0.708,0.061,8.9M,"$4,688",$288,$1B,$0B,1.7%,亞洲,友好,Azerbaijan,53.2%,73,2009/12/1,0.035,41%,67,,27%,11937,86%,0.2,376,5.9%,10
低於閾值,"$1,232",1.5-3%,76,140057,$106B,1,0.24,0.694,0.065,86.0M,$0,$72,$3B,$1B,1.7%,亞洲,友好,Vietnam,29.8%,80,2009/12/1,0.021,40%,71,,27%,53450,111%,0.101,"1,050",6.5%,39
低於閾值,"$27,212",1.5-3%,78,9094,$11B,1,0.271,0.694,0.035,0.4M,"$23,440",$766,$0B,$0B,1.7%,亞洲,友好,Brunei,75.1%,80,2009/12/1,0.008,30%,76,,49%,3043,105%,0.055,144,2.8%,116
低於閾值,,1.5-3%,64,10392,,1,0.265,0.685,0.051,51.5M,,$13,$0B,$0B,1.8%,亞洲,低,Myanmar,30.9%,66,2009/12/1,0.045,,62,,0%,14246,1%,0.17,,2.1%,
低於閾值,"$7,269",1.5-3%,75,203882,$202B,1,0.282,0.671,0.047,27.8M,"$4,688",$285,$17B,$7B,1.8%,亞洲,非常友好,Malaysia,70.1%,77,2009/12/1,0.007,34%,72,,56%,69858,109%,0.051,145,3.9%,18
低於閾值,"$2,057",1.5-3%,74,12831,$42B,1,0.251,0.673,0.076,20.5M,$0,$68,$1B,$1B,1.9%,亞洲,友好,Sri Lanka,18.3%,77,2009/12/1,0.01,62%,71,,9%,9082,79%,0.157,256,3.3%,40
低於閾值,"$2,274",1.5-3%,70,453106,$540B,1,0.3,0.651,0.05,237.5M,$0,$64,$6B,$7B,2.0%,亞洲,中等,Indonesia,49.1%,72,2009/12/1,0.029,38%,68,,7%,199782,69%,0.145,266,2.8%,63
低於閾值,"$1,795",1.5-3%,67,389,$1B,1,0.305,0.651,0.044,0.7M,$0,$82,$0B,$0B,2.1%,亞洲,低,Bhutan,34.0%,67,2009/12/1,0.036,41%,66,,7%,,48%,0.138,274,4.6%,46
低於閾值,$598,1.5-3%,69,52328,$89B,1,0.322,0.632,0.046,149.5M,$0,$22,$0B,$1B,2.1%,亞洲,中等,Bangladesh,29.7%,70,2009/12/1,0.041,35%,68,,3%,29131,34%,0.146,302,3.7%,43
低於閾值,"$4,060",1.5-3%,65,48525,$20B,1,0.297,0.661,0.042,5.0M,$0,$86,,,2.2%,亞洲,Not Clustered,Turkmenistan,48.1%,69,2009/12/1,0.052,,61,,2%,19873,43%,,,2.1%,
低於閾值,"$1,151",1.5-3%,66,1982263,"$1,370B",1,0.306,0.644,0.05,"1,190.1M",$0,$44,$11B,$9B,2.2%,亞洲,中等,India,30.6%,67,2009/12/1,0.048,66%,64,,5%,698360,44%,0.122,271,3.9%,30
低於閾值,"$7,146",1.5-3%,69,214087,$115B,1,0.247,0.685,0.068,16.1M,"$4,688",$328,$1B,$1B,2.2%,亞洲,友好,Kazakhstan,53.9%,74,2009/12/1,0.021,35%,64,,18%,63417,108%,,271,4.5%,20
低於閾值,"$6,209",1.5-3%,76,1067,$2B,1,0.306,0.644,0.05,0.3M,"$4,688",$475,$1B,$0B,2.2%,亞洲,友好,Maldives,38.8%,77,2009/12/1,0.012,9%,75,,25%,,143%,0.13,,7.6%,9
低於閾值,"$1,715",1.5-3%,67,11052,$5B,1,0.271,0.691,0.038,2.7M,$0,$111,$0B,$0B,2.3%,亞洲,友好,Mongolia,66.6%,71,2009/12/1,0.03,24%,63,,10%,3252,84%,0.217,192,6.4%,13
低於閾值,"$1,182",1.5-3%,68,116607,$33B,1,0.303,0.652,0.045,27.8M,$0,$64,$0B,,2.3%,亞洲,低,Uzbekistan,36.2%,71,2009/12/1,0.041,95%,65,,17%,44831,60%,,205,5.4%,15
低於閾值,$486,1.5-3%,67,3506,$13B,1,0.377,0.574,0.048,26.5M,$0,$29,$0B,$1B,2.4%,亞洲,中等,Nepal,16.5%,68,2009/12/1,0.038,33%,66,,2%,9986,21%,0.08,338,6.0%,31
低於閾值,"$1,828",1.5-3%,69,74785,$168B,1,0.357,0.607,0.037,91.9M,$0,$78,$3B,$3B,2.5%,亞洲,中等,Philippines,45.5%,72,2009/12/1,0.026,47%,65,,9%,38102,82%,0.086,195,4.3%,42
低於閾值,$871,1.5-3%,69,6480,$5B,1,0.301,0.653,0.046,5.4M,$0,$61,$1B,$0B,2.5%,亞洲,友好,Kyrgyzstan,35.3%,73,2009/12/1,0.029,59%,65,,17%,2484,85%,0.23,202,6.8%,11
低於閾值,$735,1.5-3%,71,4052,$10B,1,0.324,0.627,0.049,14.1M,$0,$46,$1B,$0B,2.6%,亞洲,中等,Cambodia,19.7%,73,2009/12/1,0.039,22%,68,,1%,4907,44%,,173,6.3%,102
低於閾值,$988,1.5-3%,66,157890,$168B,1,0.36,0.597,0.043,170.1M,$0,$28,$1B,$1B,2.7%,亞洲,中等,Pakistan,36.2%,67,2009/12/1,0.075,31%,65,,8%,83197,56%,0.145,560,3.0%,21
低於閾值,$931,1.5-3%,67,1811,$6B,1,0.374,0.588,0.037,6.3M,$0,$34,$0B,$0B,2.9%,亞洲,低,Laos,32.0%,68,2009/12/1,0.061,32%,65,,6%,,52%,0.248,362,3.6%,93
低於閾值,$669,高於 3%,67,2893,$5B,1,0.362,0.604,0.034,7.4M,$0,$40,$0B,$0B,3.2%,亞洲,中等,Tajikistan,26.5%,70,2009/12/1,0.046,84%,64,,10%,2333,66%,0.226,224,5.9%,38
低於閾值,$788,高於 3%,66,183,$1B,1,0.476,0.494,0.03,1.0M,$0,$50,$0B,$0B,3.7%,亞洲,低,Timor-Leste,28.9%,67,2009/12/1,0.054,11%,64,,0%,,33%,0.112,276,6.8%,157
低於閾值,$451,高於 3%,59,6524,$12B,1,0.49,0.489,0.021,27.7M,$0,$35,$0B,$0B,3.9%,亞洲,低,Afghanistan,24.3%,60,2009/12/1,0.077,36%,58,,4%,,38%,0.15,275,8.7%,7
低於閾值,"$53,046",低於 1.5%,80,1030,$28B,1,0.127,0.801,0.072,0.5M,"$51,568",,$28B,$1B,0.9%,亞洲,Not Clustered,Macao SAR,100.0%,82,2010/12/1,,,77,,55%,,210%,0.053,,,
低於閾值,"$22,060",低於 1.5%,81,567567,"$1,090B",1,0.162,0.727,0.111,49.4M,"$18,752","$1,498",$14B,$21B,0.9%,亞洲,非常友好,South Korea,81.9%,84,2010/12/1,0.004,29%,77,,84%,249964,105%,0.055,250,7.3%,14
低於閾值,"$46,487",低於 1.5%,82,13520,$236B,1,0.173,0.736,0.09,5.1M,"$42,192","$1,893",$14B,$19B,0.9%,亞洲,非常友好,Singapore,100.0%,84,2010/12/1,0.002,25%,79,,71%,34280,145%,0.054,84,4.1%,3
低於閾值,"$43,154",低於 1.5%,83,1170715,"$5,500B",1,0.133,0.638,0.23,127.5M,"$42,192","$4,115",$15B,$39B,0.9%,亞洲,非常友好,Japan,90.5%,86,2010/12/1,0.002,48%,80,,78%,499092,97%,0.016,355,9.6%,22
低於閾值,"$4,804",低於 1.5%,74,295282,$319B,1,0.193,0.718,0.089,66.4M,"$4,688",$183,$24B,$7B,1.1%,亞洲,非常友好,Thailand,44.1%,77,2010/12/1,0.013,37%,71,,22%,117429,108%,0.059,264,3.8%,32
低於閾值,"$4,433",低於 1.5%,75,8286892,"$5,930B",1,0.181,0.735,0.084,"1,337.7M",$0,$216,$50B,$60B,1.2%,亞洲,友好,China,49.2%,76,2010/12/1,0.014,64%,74,,34%,2516731,63%,0.058,358,5.0%,38
低於閾值,"$32,602",低於 1.5%,83,36289,$229B,1,0.121,0.75,0.129,7.0M,"$28,128",,$27B,$18B,1.3%,亞洲,非常友好,Hong Kong SAR,100.0%,86,2010/12/1,,23%,80,,72%,13838,196%,0.05,80,,6
低於閾值,,低於 1.5%,69,71624,,1,0.227,0.686,0.088,24.5M,,,,,1.4%,亞洲,Not Clustered,North Korea,60.2%,72,2010/12/1,0.025,,66,,,18794,2%,,,,
低於閾值,"$2,614",低於 1.5%,74,6241,$12B,1,0.173,0.685,0.142,4.5M,$0,$267,$1B,$0B,1.4%,亞洲,非常友好,Georgia,52.9%,77,2010/12/1,0.015,15%,70,,27%,3122,91%,0.158,387,10.1%,3
低於閾值,"$3,125",低於 1.5%,75,4221,$9B,1,0.205,0.689,0.105,3.0M,$0,$143,$0B,$0B,1.4%,亞洲,非常友好,Armenia,63.6%,78,2010/12/1,0.016,39%,71,,25%,2483,130%,0.192,581,4.6%,14
低於閾值,"$1,334",1.5-3%,76,150230,$116B,1,0.235,0.7,0.065,86.9M,$0,$83,$4B,$1B,1.6%,亞洲,友好,Vietnam,30.4%,80,2010/12/1,0.021,33%,71,,31%,58912,125%,0.131,941,6.9%,38
低於閾值,"$30,880",1.5-3%,78,9160,$12B,1,0.266,0.697,0.037,0.4M,"$28,128",$844,,,1.7%,亞洲,友好,Brunei,75.5%,80,2010/12/1,0.008,17%,76,,53%,3240,109%,0.055,144,2.7%,105
低於閾值,,1.5-3%,65,8995,,1,0.261,0.688,0.051,51.9M,,$15,$0B,$0B,1.8%,亞洲,低,Myanmar,31.4%,67,2010/12/1,0.044,,63,,0%,13997,1%,0.17,,1.9%,
低於閾值,"$5,843",1.5-3%,71,45731,$53B,1,0.227,0.714,0.059,9.1M,"$4,688",$310,$1B,$1B,1.8%,亞洲,友好,Azerbaijan,53.4%,74,2010/12/1,0.034,41%,67,,46%,11586,100%,0.207,306,5.3%,8
低於閾值,"$2,400",1.5-3%,74,12710,$50B,1,0.251,0.671,0.078,20.7M,$0,$82,$1B,$1B,1.8%,亞洲,友好,Sri Lanka,18.3%,77,2010/12/1,0.009,97%,71,,12%,9844,84%,0.102,256,3.4%,37
低於閾值,"$8,771",1.5-3%,75,216804,$248B,1,0.277,0.675,0.048,28.3M,"$4,688",$345,$18B,$8B,1.8%,亞洲,非常友好,Malaysia,70.9%,77,2010/12/1,0.007,34%,72,,56%,72645,120%,0.05,145,4.0%,17
低於閾值,"$2,946",1.5-3%,70,433989,$709B,1,0.298,0.652,0.05,240.7M,$0,$86,$8B,$8B,2.0%,亞洲,中等,Indonesia,49.9%,72,2010/12/1,0.027,32%,68,,11%,211296,88%,0.133,266,2.9%,50
低於閾值,"$1,418",1.5-3%,66,2008823,"$1,710B",1,0.302,0.648,0.051,"1,205.6M",$0,$52,$14B,$10B,2.1%,亞洲,中等,India,30.9%,67,2010/12/1,0.046,65%,64,,8%,723743,62%,0.083,258,3.7%,29
低於閾值,"$2,211",1.5-3%,67,477,$2B,1,0.298,0.657,0.045,0.7M,$0,$90,$0B,$0B,2.1%,亞洲,低,Bhutan,34.8%,67,2010/12/1,0.034,41%,67,,14%,,55%,0.14,274,4.1%,46
低於閾值,$662,1.5-3%,70,56153,$100B,1,0.317,0.637,0.046,151.1M,$0,$24,$0B,$1B,2.1%,亞洲,中等,Bangladesh,30.5%,70,2010/12/1,0.039,35%,69,,4%,30756,45%,0.13,302,3.7%,19
低於閾值,"$4,393",1.5-3%,65,53054,$22B,1,0.292,0.666,0.041,5.0M,$0,$95,,,2.2%,亞洲,Not Clustered,Turkmenistan,48.4%,69,2010/12/1,0.051,,61,,3%,22675,63%,,,2.1%,
低於閾值,"$6,552",1.5-3%,77,1074,$2B,1,0.3,0.65,0.05,0.3M,"$4,688",$379,$2B,$0B,2.2%,亞洲,友好,Maldives,40.0%,78,2010/12/1,0.011,9%,76,,27%,,152%,0.104,,5.8%,9
低於閾值,"$2,286",1.5-3%,67,11511,$6B,1,0.27,0.692,0.038,2.7M,$0,$143,$0B,$0B,2.3%,亞洲,友好,Mongolia,67.6%,71,2010/12/1,0.029,24%,63,,10%,3454,93%,0.201,192,6.3%,13
低於閾值,"$9,068",1.5-3%,69,248729,$148B,1,0.249,0.684,0.067,16.3M,"$4,688",$398,$1B,$1B,2.3%,亞洲,友好,Kazakhstan,53.7%,73,2010/12/1,0.019,29%,64,,32%,74443,122%,,271,4.3%,19
低於閾值,"$1,377",1.5-3%,68,104443,$39B,1,0.298,0.658,0.044,28.6M,$0,$75,$0B,,2.3%,亞洲,低,Uzbekistan,36.2%,71,2010/12/1,0.04,96%,65,,20%,43747,76%,,205,5.4%,15
低於閾值,$596,1.5-3%,67,3755,$16B,1,0.371,0.58,0.049,26.8M,$0,$36,$0B,$1B,2.3%,亞洲,中等,Nepal,16.8%,68,2010/12/1,0.036,32%,66,,8%,10218,34%,0.08,338,5.9%,31
低於閾值,"$2,140",1.5-3%,69,81591,$200B,1,0.353,0.61,0.037,93.4M,$0,$90,$3B,$4B,2.5%,亞洲,中等,Philippines,45.3%,72,2010/12/1,0.025,44%,65,,25%,40512,89%,0.077,195,4.2%,37
低於閾值,$783,1.5-3%,71,4180,$11B,1,0.318,0.631,0.05,14.4M,$0,$46,$1B,$0B,2.6%,亞洲,中等,Cambodia,19.8%,73,2010/12/1,0.037,21%,68,,1%,5024,57%,,173,5.8%,102
低於閾值,"$1,022",1.5-3%,66,161396,$177B,1,0.354,0.602,0.043,173.1M,$0,$30,$1B,$1B,2.7%,亞洲,中等,Pakistan,36.6%,67,2010/12/1,0.073,31%,65,,8%,84311,57%,0.14,560,3.0%,21
低於閾值,$880,1.5-3%,70,6399,$5B,1,0.3,0.655,0.044,5.4M,$0,$60,$0B,$0B,2.7%,亞洲,友好,Kyrgyzstan,35.3%,74,2010/12/1,0.027,31%,65,,18%,2805,99%,0.315,202,6.7%,10
低於閾值,"$1,123",1.5-3%,67,1874,$7B,1,0.368,0.595,0.037,6.4M,$0,$29,$0B,$0B,2.8%,亞洲,低,Laos,33.1%,68,2010/12/1,0.059,32%,66,,7%,,63%,0.226,362,2.6%,93
低於閾值,$740,高於 3%,67,2860,$6B,1,0.359,0.608,0.033,7.6M,$0,$44,$0B,$0B,3.3%,亞洲,中等,Tajikistan,26.5%,70,2010/12/1,0.045,84%,64,,12%,2370,78%,0.242,224,6.0%,27
低於閾值,$876,高於 3%,66,183,$1B,1,0.473,0.496,0.031,1.1M,$0,$46,$0B,$0B,3.6%,亞洲,低,Timor-Leste,29.5%,68,2010/12/1,0.052,11%,64,,0%,,44%,0.11,276,5.6%,110
低於閾值,$561,高於 3%,60,8236,$16B,1,0.486,0.492,0.022,28.4M,$0,$43,$0B,$0B,3.8%,亞洲,低,Afghanistan,24.7%,61,2010/12/1,0.075,36%,58,,4%,,46%,0.157,275,8.7%,7
低於閾值,"$46,238",低於 1.5%,83,,"$5,910B",1,0.132,0.631,0.237,127.8M,"$42,192","$4,641",$13B,$40B,0.8%,亞洲,非常友好,Japan,91.2%,86,2011/12/1,0.002,48%,79,,79%,461468,102%,0.015,330,10.0%,22
低於閾值,"$24,106",低於 1.5%,81,,"$1,200B",1,0.157,0.728,0.114,49.8M,"$23,440","$1,652",$17B,$22B,0.9%,亞洲,非常友好,South Korea,82.0%,84,2011/12/1,0.003,29%,78,,84%,260440,108%,0.058,225,7.4%,6
低於閾值,"$67,062",低於 1.5%,80,,$37B,1,0.124,0.802,0.074,0.5M,"$65,632",,$39B,$1B,1.0%,亞洲,Not Clustered,Macao SAR,100.0%,82,2011/12/1,,,78,,60%,,248%,0.053,,,
低於閾值,"$52,858",低於 1.5%,82,,$274B,1,0.169,0.737,0.093,5.2M,"$51,568","$2,144",$18B,$21B,1.0%,亞洲,非常友好,Singapore,100.0%,84,2011/12/1,0.002,27%,80,,71%,33447,150%,0.054,84,4.2%,3
低於閾值,"$5,197",低於 1.5%,74,,$346B,1,0.189,0.72,0.091,66.6M,"$4,688",$214,$31B,$7B,1.1%,亞洲,非常友好,Thailand,45.4%,77,2011/12/1,0.012,37%,71,,24%,119147,116%,0.069,264,4.1%,29
低於閾值,"$5,446",低於 1.5%,75,,"$7,320B",1,0.18,0.735,0.085,"1,344.1M","$4,688",$274,$53B,$79B,1.2%,亞洲,友好,China,50.6%,76,2011/12/1,0.013,64%,74,,38%,2727728,72%,0.066,358,5.1%,38
低於閾值,,低於 1.5%,70,,,1,0.223,0.687,0.09,24.6M,,,,,1.4%,亞洲,Not Clustered,North Korea,60.3%,73,2011/12/1,0.024,,66,,,19037,4%,,,,
低於閾值,"$3,220",低於 1.5%,74,,$14B,1,0.174,0.684,0.142,4.5M,$0,$310,$1B,$0B,1.4%,亞洲,非常友好,Georgia,53.0%,78,2011/12/1,0.014,17%,70,,32%,3543,101%,0.15,387,9.4%,2
低於閾值,"$3,422",低於 1.5%,75,,$10B,1,0.204,0.692,0.104,3.0M,$0,$127,$0B,$1B,1.4%,亞洲,非常友好,Armenia,63.4%,78,2011/12/1,0.015,39%,71,,32%,2716,108%,0.178,500,3.7%,8
低於閾值,"$35,211",低於 1.5%,84,,$249B,1,0.119,0.749,0.132,7.1M,"$32,816",,$33B,$19B,1.4%,亞洲,非常友好,Hong Kong SAR,100.0%,87,2011/12/1,,23%,80,,72%,14894,216%,0.05,80,,3
低於閾值,"$1,548",1.5-3%,76,,$136B,1,0.231,0.703,0.065,87.8M,$0,$93,$6B,$2B,1.6%,亞洲,友好,Vietnam,31.0%,80,2011/12/1,0.02,40%,71,,35%,61210,142%,0.17,941,6.8%,38
